epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,401.766,2.464,1.68206,0.74999,0.85626,0.875,0.91665,0.35122,2.07176,1.75237,0.73719,0.0013466,0.0013466,0.0013466
35,418.217,2.27549,1.79549,0.77596,0.85626,0.875,0.91665,0.35122,2.07176,1.75237,0.73719,0.0013268,0.0013268,0.0013268
36,434.964,2.44703,1.76475,0.75376,0.83056,0.8125,0.87787,0.3592,2.13853,1.65444,0.74228,0.001307,0.001307,0.001307
37,451.169,2.3926,1.74303,0.75533,0.83056,0.8125,0.87787,0.3592,2.13853,1.65444,0.74228,0.0012872,0.0012872,0.0012872
38,467.954,2.31951,1.78806,0.76535,0.83056,0.8125,0.87787,0.3592,2.13853,1.65444,0.74228,0.0012674,0.0012674,0.0012674
39,484.764,2.37754,1.61007,0.72225,0.96101,0.8125,0.90716,0.32013,2.17564,1.61067,0.74522,0.0012476,0.0012476,0.0012476
40,501.311,2.22714,1.63155,0.7942,0.96101,0.8125,0.90716,0.32013,2.17564,1.61067,0.74522,0.0012278,0.0012278,0.0012278
41,517.989,2.44206,1.86659,0.78387,0.96805,0.84375,0.94462,0.27445,2.30942,1.64222,0.75673,0.001208,0.001208,0.001208
42,534.563,2.37019,1.48426,0.77402,0.96805,0.84375,0.94462,0.27445,2.30942,1.64222,0.75673,0.0011882,0.0011882,0.0011882
43,549.755,2.44519,1.63533,0.75384,0.96805,0.84375,0.94462,0.27445,2.30942,1.64222,0.75673,0.0011684,0.0011684,0.0011684
44,565.958,2.31485,1.53178,0.77086,0.96505,0.86326,0.94725,0.31816,2.29807,1.63437,0.75312,0.0011486,0.0011486,0.0011486
45,582.213,2.00397,1.62113,0.79719,0.96505,0.86326,0.94725,0.31816,2.29807,1.63437,0.75312,0.0011288,0.0011288,0.0011288
46,599.249,2.04187,1.51525,0.79967,0.96505,0.86326,0.94725,0.31816,2.29807,1.63437,0.75312,0.001109,0.001109,0.001109
47,616.493,2.53761,1.67936,0.73902,0.93093,0.84246,0.91301,0.34884,2.22276,1.56253,0.74213,0.0010892,0.0010892,0.0010892
48,630.071,2.21048,1.56257,0.7873,0.93093,0.84246,0.91301,0.34884,2.22276,1.56253,0.74213,0.0010694,0.0010694,0.0010694
49,647.186,2.15216,1.55,0.78102,0.96848,0.875,0.95296,0.35814,2.20891,1.51671,0.73726,0.0010496,0.0010496,0.0010496
50,664.44,2.09249,1.44168,0.74896,0.96848,0.875,0.95296,0.35814,2.20891,1.51671,0.73726,0.0010298,0.0010298,0.0010298
51,680.799,2.52188,1.52949,0.76774,0.96848,0.875,0.95296,0.35814,2.20891,1.51671,0.73726,0.00101,0.00101,0.00101
52,697.265,2.1834,1.45598,0.7395,0.96276,0.90625,0.94779,0.36931,2.17319,1.52601,0.73547,0.0009902,0.0009902,0.0009902
53,714.023,2.13853,1.27763,0.74966,0.96276,0.90625,0.94779,0.36931,2.17319,1.52601,0.73547,0.0009704,0.0009704,0.0009704
54,730.551,2.13944,1.35604,0.75526,0.96276,0.90625,0.94779,0.36931,2.17319,1.52601,0.73547,0.0009506,0.0009506,0.0009506
55,747.479,2.10965,1.42493,0.7484,0.95873,0.8125,0.90841,0.39381,2.15788,1.56515,0.73738,0.0009308,0.0009308,0.0009308
56,764.625,2.14305,1.46458,0.79635,0.95873,0.8125,0.90841,0.39381,2.15788,1.56515,0.73738,0.000911,0.000911,0.000911
57,782.18,2.13863,1.4304,0.7785,0.96292,0.81153,0.9002,0.38117,2.22037,1.56411,0.74396,0.0008912,0.0008912,0.0008912
58,798.924,2.1161,1.64168,0.76219,0.96292,0.81153,0.9002,0.38117,2.22037,1.56411,0.74396,0.0008714,0.0008714,0.0008714
59,816.163,2.0424,1.42487,0.78918,0.96292,0.81153,0.9002,0.38117,2.22037,1.56411,0.74396,0.0008516,0.0008516,0.0008516
60,832.999,2.19097,1.40543,0.77997,0.86123,0.78125,0.85869,0.28762,2.30634,1.63377,0.76203,0.0008318,0.0008318,0.0008318
61,850.536,2.07981,1.37256,0.77239,0.86123,0.78125,0.85869,0.28762,2.30634,1.63377,0.76203,0.000812,0.000812,0.000812
62,868.849,2.3442,1.27088,0.73913,0.86123,0.78125,0.85869,0.28762,2.30634,1.63377,0.76203,0.0007922,0.0007922,0.0007922
63,884.455,1.94634,1.32053,0.80098,0.85248,0.78125,0.85356,0.27646,2.36711,1.67629,0.76233,0.0007724,0.0007724,0.0007724
64,903.747,2.14425,1.46663,0.77179,0.85248,0.78125,0.85356,0.27646,2.36711,1.67629,0.76233,0.0007526,0.0007526,0.0007526
65,919.815,2.00522,1.34386,0.78079,0.87768,0.8125,0.88389,0.3324,2.33061,1.56662,0.74054,0.0007328,0.0007328,0.0007328
66,933.635,2.30875,1.40011,0.79128,0.87768,0.8125,0.88389,0.3324,2.33061,1.56662,0.74054,0.000713,0.000713,0.000713
67,950.853,2.19552,1.45455,0.79425,0.87768,0.8125,0.88389,0.3324,2.33061,1.56662,0.74054,0.0006932,0.0006932,0.0006932
68,967.562,2.14411,1.25597,0.77923,0.8594,0.8125,0.82624,0.32882,2.31545,1.57847,0.73744,0.0006734,0.0006734,0.0006734
69,983.703,2.21867,1.45449,0.73788,0.8594,0.8125,0.82624,0.32882,2.31545,1.57847,0.73744,0.0006536,0.0006536,0.0006536
70,999.944,2.36323,1.29471,0.72967,0.8594,0.8125,0.82624,0.32882,2.31545,1.57847,0.73744,0.0006338,0.0006338,0.0006338
71,1014.34,2.1138,1.42668,0.78783,0.93086,0.875,0.91356,0.34805,2.24092,1.55444,0.73508,0.000614,0.000614,0.000614
72,1032.84,2.09392,1.3519,0.76532,0.93086,0.875,0.91356,0.34805,2.24092,1.55444,0.73508,0.0005942,0.0005942,0.0005942
73,1050.59,2.11667,1.25792,0.73876,0.99681,0.84375,0.91989,0.35445,2.27028,1.59573,0.7435,0.0005744,0.0005744,0.0005744
74,1068.47,2.06615,1.24017,0.73511,0.99681,0.84375,0.91989,0.35445,2.27028,1.59573,0.7435,0.0005546,0.0005546,0.0005546
75,1094.31,2.04271,1.26295,0.76418,0.99681,0.84375,0.91989,0.35445,2.27028,1.59573,0.7435,0.0005348,0.0005348,0.0005348
76,1108.03,2.11892,1.31296,0.76926,0.96409,0.84375,0.89216,0.31763,2.27762,1.58733,0.74879,0.000515,0.000515,0.000515
77,1121.52,1.95498,1.40366,0.78253,0.96409,0.84375,0.89216,0.31763,2.27762,1.58733,0.74879,0.0004952,0.0004952,0.0004952
78,1159.09,1.99671,1.31381,0.74231,0.96409,0.84375,0.89216,0.31763,2.27762,1.58733,0.74879,0.0004754,0.0004754,0.0004754
79,1178.09,1.995,1.43057,0.77562,0.99204,0.8125,0.88601,0.35916,2.22328,1.5433,0.75057,0.0004556,0.0004556,0.0004556
80,1194.71,2.22131,1.29089,0.76811,0.99204,0.8125,0.88601,0.35916,2.22328,1.5433,0.75057,0.0004358,0.0004358,0.0004358
81,1213.97,2.25331,1.32165,0.74785,0.98524,0.8125,0.88815,0.37403,2.218,1.49928,0.75152,0.000416,0.000416,0.000416
82,1232.56,2.36075,1.24677,0.70895,0.98524,0.8125,0.88815,0.37403,2.218,1.49928,0.75152,0.0003962,0.0003962,0.0003962
83,1249.79,1.92185,1.37334,0.77996,0.98524,0.8125,0.88815,0.37403,2.218,1.49928,0.75152,0.0003764,0.0003764,0.0003764
84,1267.81,1.89812,1.19251,0.73758,0.93715,0.875,0.94186,0.36917,2.27053,1.47486,0.74987,0.0003566,0.0003566,0.0003566
85,1288.04,1.85709,1.25314,0.7673,0.93715,0.875,0.94186,0.36917,2.27053,1.47486,0.74987,0.0003368,0.0003368,0.0003368
86,1304.98,1.77688,1.22982,0.77359,0.93715,0.875,0.94186,0.36917,2.27053,1.47486,0.74987,0.000317,0.000317,0.000317
87,1322.8,2.07825,1.28053,0.75694,0.94019,0.875,0.94194,0.35825,2.29661,1.48053,0.74951,0.0002972,0.0002972,0.0002972
88,1340.05,2.03502,1.33029,0.74814,0.94019,0.875,0.94194,0.35825,2.29661,1.48053,0.74951,0.0002774,0.0002774,0.0002774
89,1358.69,2.09944,1.31077,0.74537,0.95166,0.875,0.93798,0.36787,2.2857,1.49969,0.7495,0.0002576,0.0002576,0.0002576
90,1376.08,2.05755,1.24991,0.74582,0.95166,0.875,0.93798,0.36787,2.2857,1.49969,0.7495,0.0002378,0.0002378,0.0002378
91,1392.05,1.97462,1.50832,0.71893,0.95166,0.875,0.93798,0.36787,2.2857,1.49969,0.7495,0.000218,0.000218,0.000218
92,1410.46,1.76631,1.54218,0.76704,0.93205,0.84375,0.93207,0.36425,2.26131,1.51925,0.74681,0.0001982,0.0001982,0.0001982
93,1424.32,2.06107,1.65779,0.75409,0.93205,0.84375,0.93207,0.36425,2.26131,1.51925,0.74681,0.0001784,0.0001784,0.0001784
94,1438.97,1.93144,1.76648,0.74745,0.93205,0.84375,0.93207,0.36425,2.26131,1.51925,0.74681,0.0001586,0.0001586,0.0001586
95,1455.91,1.72562,1.36931,0.78584,0.97988,0.8125,0.9218,0.35226,2.25476,1.527,0.74378,0.0001388,0.0001388,0.0001388
96,1473.5,1.78398,1.39661,0.79772,0.97988,0.8125,0.9218,0.35226,2.25476,1.527,0.74378,0.000119,0.000119,0.000119
97,1490.06,1.84116,1.53963,0.73948,0.87902,0.84375,0.90258,0.3505,2.263,1.52696,0.74211,9.92e-05,9.92e-05,9.92e-05
98,1506.82,2.19656,1.69794,0.71716,0.87902,0.84375,0.90258,0.3505,2.263,1.52696,0.74211,7.94e-05,7.94e-05,7.94e-05
99,1524.09,1.88067,1.54372,0.81079,0.87902,0.84375,0.90258,0.3505,2.263,1.52696,0.74211,5.96e-05,5.96e-05,5.96e-05
100,1540.34,1.86682,1.43523,0.76851,0.89697,0.8125,0.89821,0.36044,2.25311,1.52083,0.74015,3.98e-05,3.98e-05,3.98e-05
